0	ath1000.fasta_00000
1	ath1000.fasta_00128
2	ath1000.fasta_00006
3	ath1000.fasta_00895
4	ath1000.fasta_00011
5	ath1000.fasta_00337
6	ath1000.fasta_00716
7	ath1000.fasta_00012
8	ath1000.fasta_00013
9	ath1000.fasta_00821
10	ath1000.fasta_00306
11	ath1000.fasta_00058
12	ath1000.fasta_00989
13	ath1000.fasta_00950
14	ath1000.fasta_00577
15	ath1000.fasta_00019
16	ath1000.fasta_00924
17	ath1000.fasta_00680
18	ath1000.fasta_00578
19	ath1000.fasta_00514
20	ath1000.fasta_00117
21	ath1000.fasta_00025
22	ath1000.fasta_00293
23	ath1000.fasta_00351
24	ath1000.fasta_00029
25	ath1000.fasta_00518
26	ath1000.fasta_00038
27	ath1000.fasta_00876
28	ath1000.fasta_00040
29	ath1000.fasta_00043
30	ath1000.fasta_00664
31	ath1000.fasta_00665
32	ath1000.fasta_00663
33	ath1000.fasta_00498
34	ath1000.fasta_00497
35	ath1000.fasta_00482
36	ath1000.fasta_00479
37	ath1000.fasta_00046
38	ath1000.fasta_00389
39	ath1000.fasta_00965
40	ath1000.fasta_00733
41	ath1000.fasta_00608
42	ath1000.fasta_00056
43	ath1000.fasta_00902
44	ath1000.fasta_00699
45	ath1000.fasta_00708
46	ath1000.fasta_00698
47	ath1000.fasta_00697
48	ath1000.fasta_00622
49	ath1000.fasta_00500
50	ath1000.fasta_00814
51	ath1000.fasta_00828
52	ath1000.fasta_00079
53	ath1000.fasta_00734
54	ath1000.fasta_00287
55	ath1000.fasta_00920
56	ath1000.fasta_00059
57	ath1000.fasta_00731
58	ath1000.fasta_00454
59	ath1000.fasta_00060
60	ath1000.fasta_00061
61	ath1000.fasta_00063
62	ath1000.fasta_00591
63	ath1000.fasta_00145
64	ath1000.fasta_00067
65	ath1000.fasta_00515
66	ath1000.fasta_00068
67	ath1000.fasta_00069
68	ath1000.fasta_00070
69	ath1000.fasta_00076
70	ath1000.fasta_00129
71	ath1000.fasta_00083
72	ath1000.fasta_00988
73	ath1000.fasta_00092
74	ath1000.fasta_00326
75	ath1000.fasta_00097
76	ath1000.fasta_00871
77	ath1000.fasta_00106
78	ath1000.fasta_00105
79	ath1000.fasta_00108
80	ath1000.fasta_00496
81	ath1000.fasta_00948
82	ath1000.fasta_00930
83	ath1000.fasta_00719
84	ath1000.fasta_00956
85	ath1000.fasta_00597
86	ath1000.fasta_00272
87	ath1000.fasta_00816
88	ath1000.fasta_00149
89	ath1000.fasta_00552
90	ath1000.fasta_00124
91	ath1000.fasta_00125
92	ath1000.fasta_00127
93	ath1000.fasta_00134
94	ath1000.fasta_00135
95	ath1000.fasta_00139
96	ath1000.fasta_00915
97	ath1000.fasta_00140
98	ath1000.fasta_00912
99	ath1000.fasta_00142
100	ath1000.fasta_00519
101	ath1000.fasta_00146
102	ath1000.fasta_00599
103	ath1000.fasta_00602
104	ath1000.fasta_00601
105	ath1000.fasta_00257
106	ath1000.fasta_00258
107	ath1000.fasta_00609
108	ath1000.fasta_00150
109	ath1000.fasta_00151
110	ath1000.fasta_00153
111	ath1000.fasta_00186
112	ath1000.fasta_00154
113	ath1000.fasta_00155
114	ath1000.fasta_00159
115	ath1000.fasta_00160
116	ath1000.fasta_00327
117	ath1000.fasta_00163
118	ath1000.fasta_00865
119	ath1000.fasta_00164
120	ath1000.fasta_00165
121	ath1000.fasta_00167
122	ath1000.fasta_00374
123	ath1000.fasta_00169
124	ath1000.fasta_00873
125	ath1000.fasta_00174
126	ath1000.fasta_00437
127	ath1000.fasta_00288
128	ath1000.fasta_00176
129	ath1000.fasta_00884
130	ath1000.fasta_00494
131	ath1000.fasta_00495
132	ath1000.fasta_00188
133	ath1000.fasta_00458
134	ath1000.fasta_00189
135	ath1000.fasta_00190
136	ath1000.fasta_00193
137	ath1000.fasta_00866
138	ath1000.fasta_00198
139	ath1000.fasta_00210
140	ath1000.fasta_00864
141	ath1000.fasta_00581
142	ath1000.fasta_00693
143	ath1000.fasta_00526
144	ath1000.fasta_00201
145	ath1000.fasta_00202
146	ath1000.fasta_00204
147	ath1000.fasta_00203
148	ath1000.fasta_00205
149	ath1000.fasta_00206
150	ath1000.fasta_00212
151	ath1000.fasta_00621
152	ath1000.fasta_00214
153	ath1000.fasta_00980
154	ath1000.fasta_00215
155	ath1000.fasta_00424
156	ath1000.fasta_00219
157	ath1000.fasta_00934
158	ath1000.fasta_00263
159	ath1000.fasta_00234
160	ath1000.fasta_00238
161	ath1000.fasta_00236
162	ath1000.fasta_00237
163	ath1000.fasta_00349
164	ath1000.fasta_00603
165	ath1000.fasta_00352
166	ath1000.fasta_00423
167	ath1000.fasta_00260
168	ath1000.fasta_00261
169	ath1000.fasta_00796
170	ath1000.fasta_00266
171	ath1000.fasta_00308
172	ath1000.fasta_00267
173	ath1000.fasta_00898
174	ath1000.fasta_00878
175	ath1000.fasta_00874
176	ath1000.fasta_00759
177	ath1000.fasta_00270
178	ath1000.fasta_00505
179	ath1000.fasta_00402
180	ath1000.fasta_00995
181	ath1000.fasta_00273
182	ath1000.fasta_00682
183	ath1000.fasta_00654
184	ath1000.fasta_00870
185	ath1000.fasta_00854
186	ath1000.fasta_00815
187	ath1000.fasta_00475
188	ath1000.fasta_00555
189	ath1000.fasta_00301
190	ath1000.fasta_00302
191	ath1000.fasta_00307
192	ath1000.fasta_00358
193	ath1000.fasta_00318
194	ath1000.fasta_00604
195	ath1000.fasta_00324
196	ath1000.fasta_00370
197	ath1000.fasta_00339
198	ath1000.fasta_00340
199	ath1000.fasta_00331
200	ath1000.fasta_00829
201	ath1000.fasta_00376
202	ath1000.fasta_00333
203	ath1000.fasta_00377
204	ath1000.fasta_00336
205	ath1000.fasta_00343
206	ath1000.fasta_00613
207	ath1000.fasta_00392
